R1,R2,R3,R4,R5,R6,R7,R8,I1,I2,I3,I4,I5,I6,I7,I8,A1,A2,A3,A4,A5,A6,A7,A8,S1,S2,S3,S4,S5,S6,S7,S8,E1,E2,E3,E4,E5,E6,E7,E8,C1,C2,C3,C4,C5,C6,C7,C8,introelapse,testelapse,surveyelapse,TIPI1,TIPI2,TIPI3,TIPI4,TIPI5,TIPI6,TIPI7,TIPI8,TIPI9,TIPI10,VCL1,VCL2,VCL3,VCL4,VCL5,VCL6,VCL7,VCL8,VCL9,VCL10,VCL11,VCL12,VCL13,VCL14,VCL15,VCL16,education,urban,gender,engnat,age,hand,religion,orientation,race,voted,married,familysize,uniqueNetworkLocation,country,source,major,,,,,,,,
5,1,1,2,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,4,1,5,1,2,1,1,1,5,3,1,1,3,1,1,1,2,2,2,3,2,1,1,1,117,303,554,7,5,6,4,7,5,7,5,7,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,2,1,1,1,18,1,1,1,4,2,1,4,1,US,1,Business,,,,,,,,
2,4,1,1,1,1,1,1,4,4,1,1,1,4,1,2,4,5,5,5,5,5,4,5,4,4,3,4,2,2,4,1,1,3,1,2,1,1,1,2,1,1,1,1,1,2,1,1,864,188,182,6,6,7,6,7,6,7,6,7,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,3,2,1,1,30,1,1,1,5,2,1,3,1,GB,0,History,of,Art,,,,,,
1,2,1,1,1,1,2,1,3,4,5,3,3,3,3,2,1,3,3,1,5,1,1,2,5,5,3,3,3,4,4,4,3,2,3,1,3,2,1,2,1,1,1,1,1,2,1,2,4,238,182,4,2,4,1,7,3,7,5,4,2,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,3,1,2,2,25,1,6,1,4,1,1,0,1,GB,2,business,administration,,,,,,,
1,1,1,1,1,1,1,1,1,4,2,4,3,4,3,1,5,5,2,5,5,5,5,3,3,4,4,2,5,4,4,3,2,1,3,2,4,1,3,3,1,1,1,1,1,1,1,1,16,170,270,6,6,6,5,6,6,5,5,3,2,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,2,2,1,1,18,1,6,1,1,2,1,1,1,US,0,N/A,,,,,,,,
3,2,3,4,0,4,3,2,4,5,5,5,2,5,5,4,3,2,2,2,2,4,2,2,3,4,2,2,1,2,0,1,2,2,4,1,4,2,3,2,3,4,3,4,5,4,3,4,5,2159,360,6,7,7,5,6,6,4,1,5,4,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,3,2,2,17,1,12,1,1,2,1,1,1,HK,0,Science,,,,,,,,
1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,5,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,153,278,2,3,3,5,6,7,7,5,6,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,3,2,1,27,1,7,1,3,1,3,5,1,GB,0,sport,and,exercise,science,,,,,
1,1,1,1,2,1,3,1,2,3,4,4,2,2,2,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,4,4,1,1,18,171,191,4,4,6,5,6,6,6,5,5,6,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,1,2,2,18,1,10,1,1,2,1,2,2,MY,0,,,,,,,,,
4,3,3,4,2,2,3,3,4,5,4,4,4,4,5,4,4,4,4,3,5,4,4,4,4,4,3,4,4,4,4,4,3,3,3,3,4,3,3,4,3,2,3,3,3,3,3,3,170689,337,220,7,5,4,5,7,2,6,3,3,3,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,2,2,16,1,10,1,1,2,3,2,2,US,0,,,,,,,,,
3,2,2,5,1,1,3,1,2,2,2,1,1,1,2,1,3,1,5,1,5,3,2,1,2,1,1,1,1,2,1,1,2,3,5,1,3,3,1,1,4,4,5,1,5,3,1,2,4,236,249,7,4,5,7,7,7,3,4,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3,2,2,16,1,10,0,1,2,1,2,1,MY,0,,,,,,,,,
4,1,2,2,2,4,2,1,4,3,2,2,3,1,4,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,4,4,1,1,15,125,173,2,5,6,6,5,7,5,6,5,5,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,2,2,2,17,2,10,1,1,2,1,6,1,MY,2,,,,,,,,,
1,1,1,3,1,1,1,1,5,5,3,5,5,5,5,1,3,5,4,5,5,5,5,3,4,5,5,5,5,5,5,4,3,4,3,5,3,4,1,5,3,1,3,3,1,2,1,3,7,203,80,3,3,3,3,5,5,5,5,5,4,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,2,2,2,2,21,1,10,0,0,2,1,3,1,BN,2,Nursing,,,,,,,,
3,1,1,2,1,2,2,3,5,1,1,5,4,2,3,3,3,2,3,3,3,2,3,3,3,5,4,3,4,5,4,4,3,3,4,2,4,3,3,3,1,2,3,2,3,2,3,2,165,228,196,6,2,5,2,6,4,7,4,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,17,2,10,0,1,2,1,6,1,MY,0,,,,,,,,,
2,3,3,3,2,3,2,3,2,2,2,3,3,3,3,3,1,2,2,2,3,4,3,2,3,3,2,4,3,3,3,2,1,2,2,3,3,3,2,3,3,4,4,4,5,4,4,4,44668,248,177,2,4,4,5,5,6,6,1,5,4,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,3,2,2,1,50,1,6,1,4,1,2,3,1,US,0,Mathematics,,,,,,,,
2,2,2,3,2,3,3,3,5,4,4,4,5,4,3,3,3,3,3,3,4,3,3,2,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,3,4,4,4,4,3,3,34,316,231,6,3,5,5,5,2,6,5,4,3,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,2,1,2,2,16,1,10,1,1,2,1,3,1,BN,1,,,,,,,,,
3,2,1,2,2,1,4,1,1,1,1,2,1,1,1,1,3,4,3,2,3,4,2,3,4,4,3,3,3,4,5,4,5,4,5,5,4,5,5,5,2,2,3,3,3,3,3,4,4,298,247,6,5,6,5,6,4,5,4,4,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3,3,2,2,22,2,3,1,1,1,1,3,1,TH,0,English,,,,,,,,
1,4,1,3,2,3,2,3,5,5,4,4,4,3,4,2,4,5,4,4,4,4,5,5,4,3,5,4,4,3,4,4,1,3,3,2,3,3,1,3,3,1,1,1,3,1,2,1,10,280,188,5,1,6,5,6,3,6,3,5,2,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,1,2,1,20,2,1,1,4,1,1,3,1,CA,2,Nursing,,,,,,,,
2,1,1,1,1,1,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,5,5,5,5,3,1,1,2,1,4,1,1,1,1,1,1,1,4,1,2,1,12,133,174,2,4,7,1,4,6,4,1,7,6,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,4,2,1,1,49,1,1,1,4,1,2,1,2,US,2,Education,,,,,,,,
1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,1,1,2,3,1,3,2,1,2,5,5,2,2,4,4,4,4,1,2,1,1,3,3,2,2,1,1,1,2,3,1,2,1,27,183,220,2,2,7,1,3,5,6,1,6,3,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,4,2,2,1,60,2,9,1,4,2,2,4,2,US,2,Sociology,,,,,,,,
1,3,2,3,0,2,2,3,5,4,3,3,3,4,3,1,1,2,3,2,2,1,2,4,5,4,4,3,4,4,3,4,2,2,3,3,4,4,2,4,2,2,2,2,2,2,2,2,1300,214,167,4,2,5,3,7,5,7,6,4,2,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,4,3,2,2,29,1,10,1,1,2,1,3,1,JP,2,accounting,,,,,,,,
3,2,3,1,1,1,3,1,1,2,2,1,1,1,1,1,4,3,5,3,5,1,3,3,3,5,4,4,4,3,5,4,3,3,4,1,3,2,3,3,2,4,5,2,3,4,2,1,9,228,293,5,7,6,5,6,2,4,4,5,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,3,1,2,23,1,10,1,1,2,1,6,1,MY,0,information,technology,,,,,,,
3,1,2,1,1,1,1,3,5,3,4,5,5,1,5,2,2,4,2,2,4,1,3,1,4,5,3,3,3,3,2,2,1,3,2,4,2,3,2,1,1,2,2,2,2,2,2,1,38,221,167,4,3,3,6,4,7,2,1,2,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,2,3,2,2,17,1,10,1,4,2,1,2,1,AL,0,medecine,,,,,,,,
3,3,1,3,1,4,2,1,3,3,1,4,3,4,4,4,1,1,1,3,1,2,1,1,2,1,3,1,1,1,1,1,1,1,1,1,4,1,1,1,3,3,3,3,2,3,1,3,501,479,173,1,1,7,2,6,6,2,1,4,3,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,4,1,2,1,38,1,2,1,4,2,2,2,1,US,2,Telecommunications,,,,,,,,
3,2,1,2,1,4,1,3,4,4,3,2,4,4,3,4,1,1,4,3,5,4,2,4,5,1,3,2,3,2,1,4,1,1,1,1,2,1,1,1,3,4,2,4,3,2,1,4,2,268,166,1,7,5,6,6,7,3,2,2,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,2,2,2,1,28,2,12,1,5,2,1,1,1,US,1,psychology,,,,,,,,
1,3,2,1,1,2,1,1,5,4,3,3,3,4,3,3,3,4,4,4,4,3,2,4,4,4,4,3,3,2,4,2,1,3,3,3,4,3,1,3,1,1,2,1,3,1,1,1,6,144,133,4,6,6,7,7,2,6,6,2,6,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,3,3,1,2,30,1,7,1,4,1,1,2,1,RO,0,political,science,,,,,,,
3,1,5,5,1,3,1,3,5,5,5,5,1,1,1,1,1,5,1,5,5,1,5,3,5,5,5,1,5,1,5,3,1,1,1,1,1,1,5,1,3,1,1,1,1,1,1,1,2,509,340,7,2,7,3,7,7,7,2,7,5,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,4,3,1,1,22,1,4,1,5,2,1,4,1,US,2,psychology,,,,,,,,
4,1,3,3,1,1,3,1,4,3,3,3,3,3,3,1,1,1,3,2,2,3,1,4,4,3,4,2,4,3,3,4,3,3,1,1,3,3,2,3,3,4,2,3,1,4,2,3,11,212,229,3,1,6,1,7,4,7,2,6,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,3,2,1,20,1,4,1,4,2,1,3,1,US,0,,,,,,,,,
1,4,4,1,2,3,2,3,4,5,5,1,2,4,1,5,1,4,4,1,4,2,1,5,5,5,4,2,3,5,4,4,2,3,1,1,2,4,1,3,4,4,1,2,5,3,1,3,31,186,152,3,5,7,5,5,7,5,3,5,3,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,2,2,1,56,1,6,1,4,2,1,5,1,CA,2,architecture,,,,,,,,
1,4,1,4,1,3,1,1,1,1,1,1,1,1,1,1,1,5,3,2,3,1,1,1,1,1,1,1,1,1,1,3,1,1,2,4,1,1,1,3,1,3,5,1,5,4,1,2,130,283,341,5,2,7,1,7,2,2,6,6,7,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,3,3,2,2,52,1,12,1,5,1,3,5,1,US,0,criminal,justice,,,,,,,
4,3,2,4,2,4,4,3,4,3,3,4,3,2,3,2,3,2,1,3,3,4,4,2,4,2,2,2,2,3,4,2,3,3,3,2,4,2,3,4,5,4,4,4,5,5,3,4,70,259,125,5,5,6,3,6,3,5,3,6,4,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,3,1,1,15,1,6,1,4,2,1,3,1,CA,0,,,,,,,,,
2,2,1,1,1,1,1,1,3,1,1,2,1,2,1,2,4,5,4,4,3,3,4,4,5,5,5,4,5,5,5,3,3,2,5,4,4,3,3,4,1,1,1,1,1,1,1,1,3,143,97,7,1,7,3,5,3,7,1,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,2,1,20,1,9,1,4,2,1,3,1,US,1,psychology,,,,,,,,
3,1,4,4,2,3,2,2,4,3,4,4,4,4,5,1,2,3,4,3,4,3,2,2,3,2,3,4,4,3,3,2,4,2,3,4,4,4,4,4,2,3,3,4,2,2,4,3,5,257,185,4,6,1,2,7,5,6,5,6,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2,2,2,15,1,10,1,1,2,1,5,1,MY,0,,,,,,,,,
1,1,1,4,1,4,2,1,4,2,1,4,2,2,1,1,2,1,1,2,2,3,3,1,4,5,1,4,2,2,2,1,2,4,3,1,4,4,4,3,3,1,4,4,4,5,4,4,1553,255,135,5,5,6,5,6,3,3,2,7,6,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,3,1,1,23,1,7,1,4,2,1,1,1,US,0,Biology,,,,,,,,
5,5,3,5,1,5,3,5,5,4,3,3,3,3,3,3,5,4,5,5,4,5,5,4,3,5,3,5,4,5,5,4,3,4,3,3,5,5,3,4,3,5,3,1,4,2,3,2,9,263,281,4,5,6,2,7,5,5,6,7,3,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,3,1,1,15,1,7,1,3,2,1,2,1,CA,0,,,,,,,,,
1,1,3,2,1,3,1,1,5,4,4,4,3,2,4,2,4,4,4,4,4,4,4,4,3,4,2,3,2,4,4,1,2,2,4,2,4,4,3,4,1,1,3,1,3,2,2,2,3,228,196,5,5,7,2,7,5,3,2,6,3,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,1,2,2,20,1,1,1,4,1,1,2,1,NO,0,,,,,,,,,
3,1,2,1,2,2,2,1,4,3,1,3,2,3,1,3,3,3,3,3,2,3,1,4,4,2,4,2,4,3,3,1,3,2,3,3,4,3,3,3,4,2,2,4,4,3,3,4,95,255,209,4,4,7,5,4,3,6,5,4,4,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,2,2,2,2,19,2,4,1,5,2,1,3,2,US,0,Math,,,,,,,,
3,2,2,5,3,3,3,1,3,1,3,4,3,3,1,3,3,1,3,3,1,3,1,2,3,3,1,5,1,4,4,3,4,1,2,3,3,5,3,3,5,5,5,3,5,1,2,4,10,1302,1114,5,4,7,5,7,6,7,1,6,3,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,2,3,2,2,17,3,2,2,5,2,1,4,1,MX,1,,,,,,,,,
3,4,5,4,3,4,3,4,5,5,5,5,5,5,5,5,3,2,4,3,2,3,4,3,2,3,4,4,3,3,2,2,3,4,3,3,3,2,3,3,1,2,1,1,1,3,1,1,25,165,118,6,2,7,1,7,3,7,1,7,3,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,2,3,2,1,15,1,6,1,4,2,1,4,2,CA,0,,,,,,,,,
3,1,1,3,1,1,1,1,4,3,4,4,5,4,5,1,3,4,5,4,5,5,3,4,2,4,4,2,4,3,4,2,1,1,2,3,2,2,2,1,1,2,1,2,1,3,2,1,404,144,150,5,2,6,6,7,6,7,4,4,2,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,2,3,3,1,18,1,1,5,4,2,1,1,1,US,2,,,,,,,,,
4,1,1,4,4,3,4,1,5,5,5,5,5,5,5,5,2,2,4,2,3,4,2,4,1,4,1,1,1,2,3,1,2,2,4,1,4,1,3,1,2,4,2,1,3,4,1,3,509,335,189,2,5,5,1,6,7,5,5,7,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,3,1,2,21,1,2,1,4,1,1,3,1,DE,2,,,,,,,,,
5,1,1,1,1,3,3,1,3,1,1,1,1,1,1,1,5,4,1,1,1,5,1,1,1,5,1,1,1,1,1,4,1,1,5,1,5,4,1,1,3,1,1,1,3,3,1,5,211,197,135,6,5,3,1,6,3,2,1,7,5,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,2,3,2,2,17,1,1,1,4,2,1,1,1,BR,0,,,,,,,,,
5,1,1,1,1,3,1,1,3,1,1,1,1,1,1,3,1,1,1,5,3,4,2,2,3,3,3,5,3,2,5,1,1,3,5,5,3,4,4,4,3,4,3,3,2,3,4,3,2,189,167,4,4,7,5,7,3,5,4,7,4,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,2,2,2,2,28,1,4,2,5,2,3,3,1,US,1,economics,,,,,,,,
1,1,1,1,1,3,2,2,3,5,4,1,4,4,5,1,3,5,1,5,5,5,5,3,4,4,5,4,5,5,5,4,1,2,4,1,1,2,2,1,4,2,3,4,2,4,2,1,31,154,157,7,5,7,5,6,1,7,1,6,5,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,1,2,1,21,1,7,1,4,2,1,5,1,AU,0,,,,,,,,,
5,1,1,3,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,1,1,5,5,3,3,1,1,3,1,3,1,3,1,5,5,5,3,4,5,5,5,13,338,240,0,0,6,5,6,0,4,5,4,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,3,2,2,18,1,10,1,1,0,1,4,2,MY,0,Computer,science,,,,,,,
1,1,1,1,1,3,1,1,3,4,5,4,4,1,3,1,1,2,3,5,5,4,1,3,3,3,3,2,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,117,77,3,6,2,5,7,5,4,5,3,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,2,1,38,1,1,1,4,2,1,2,2,US,2,Psychology,,,,,,,,
3,2,2,2,2,2,2,1,2,3,3,3,2,2,2,2,3,1,2,1,1,3,1,2,2,2,2,2,2,2,3,3,2,2,2,1,2,2,1,2,2,4,4,3,3,2,1,2,12,190,210,4,2,4,5,2,4,5,6,3,6,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,3,1,2,17,1,10,1,1,2,1,2,1,MY,0,,,,,,,,,
1,4,1,3,1,3,2,3,1,2,2,2,1,2,1,5,4,5,4,5,5,4,2,5,4,5,3,4,4,5,5,4,2,2,5,4,4,4,4,3,1,1,1,2,2,1,2,2,15,135,123,2,3,3,5,6,6,5,5,2,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,3,1,2,1,24,1,12,1,4,2,2,3,2,US,1,Business,,,,,,,,
1,1,1,1,1,1,1,1,3,3,3,3,1,3,1,1,4,3,5,4,5,4,3,1,3,4,4,1,4,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,86,126,2,5,7,7,6,7,6,1,2,7,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,3,2,2,1,23,1,3,1,4,1,1,4,1,US,0,english,,,,,,,,
1,1,1,3,1,3,1,1,4,5,5,4,4,1,3,1,3,4,4,4,4,4,1,4,4,4,3,2,3,2,3,4,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,2,198,74,4,6,3,5,7,4,4,5,2,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,3,2,2,1,38,1,1,1,4,2,1,2,2,US,2,Psychology,,,,,,,,
5,4,4,5,5,4,4,5,3,2,3,2,3,2,2,3,1,1,1,1,1,1,3,1,1,3,1,4,1,1,1,3,1,2,2,2,1,2,1,1,1,3,2,3,3,2,1,3,26,233,144,5,6,7,2,6,6,1,2,7,6,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,2,1,29,1,2,2,4,1,2,1,1,CA,2,,,,,,,,,
3,1,1,1,2,1,3,1,1,3,3,1,1,2,1,1,2,3,4,3,4,4,3,4,2,3,2,3,3,3,4,3,3,3,4,3,2,4,5,5,2,4,3,2,3,1,2,4,9,389,370,3,4,3,5,6,5,4,3,5,2,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,3,2,2,17,1,10,1,1,2,1,5,1,MY,0,architecture,,,,,,,,
3,3,1,4,4,4,3,3,5,4,5,5,5,4,5,5,5,4,5,5,5,5,5,4,2,4,4,3,5,2,5,4,2,2,2,3,4,1,2,5,1,3,1,2,2,1,1,3,59,199,517,5,6,5,6,7,6,7,5,4,7,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,2,3,1,1,21,1,4,1,4,2,1,1,1,US,0,Biology,,,,,,,,
1,1,1,2,2,2,2,2,3,4,4,3,4,4,4,2,2,4,4,3,4,4,4,4,3,4,4,4,4,4,4,2,4,3,2,4,3,2,2,4,1,2,2,2,4,2,2,2,3,189,207,5,5,5,6,6,6,6,6,3,4,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,2,2,1,22,1,1,1,4,1,1,4,1,AU,1,,,,,,,,,
2,2,2,2,2,2,2,1,3,3,3,4,4,3,2,3,2,4,3,2,5,3,2,2,5,5,3,2,3,2,3,1,5,2,3,2,5,3,4,2,3,2,2,4,4,2,3,2,1179,193,138,5,6,4,5,6,4,5,3,3,3,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,3,1,1,1,22,1,7,1,4,1,1,1,1,NZ,0,,,,,,,,,
2,3,1,3,1,1,1,2,5,5,5,5,5,5,5,4,1,5,5,2,3,3,1,3,4,4,5,4,5,3,3,4,5,3,5,3,3,4,2,3,3,3,3,3,3,3,2,2,38,234,292,6,1,6,3,7,1,7,3,7,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,2,1,15,1,7,1,4,1,1,6,1,CA,0,,,,,,,,,
4,4,3,1,2,2,3,1,3,3,2,2,2,2,2,2,4,3,3,5,4,4,3,3,4,4,3,3,3,4,3,3,4,3,3,3,4,3,1,3,4,3,3,4,3,3,1,3,11,360,309,5,3,5,7,5,7,6,3,3,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3,1,2,2,23,1,10,3,1,2,1,2,1,MY,0,civil,engineering,,,,,,,
3,0,4,3,1,1,3,3,5,1,4,5,5,1,5,1,1,1,2,1,1,3,1,2,4,5,3,3,4,5,3,2,1,3,2,1,5,3,1,2,5,5,5,1,5,5,5,1,8,231,115,1,6,7,6,7,7,7,4,5,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,3,2,2,17,1,10,1,1,2,1,4,1,MY,0,engineering,,,,,,,,
3,1,4,2,2,1,2,1,1,3,3,1,1,3,3,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,2,4,2,4,3,3,3,3,3,3,3,3,3,3,3,37,309,434,2,2,5,5,5,5,6,2,6,7,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,2,2,2,17,1,3,1,1,2,1,3,2,BN,1,,,,,,,,,
3,1,4,2,3,1,3,1,1,3,3,2,3,3,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,3,1,4,3,3,3,3,3,3,3,3,3,3,3,3,208,167,2,3,5,5,5,5,6,2,6,7,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,2,2,2,17,1,3,1,1,2,1,3,2,BN,1,,,,,,,,,
3,1,1,2,2,2,1,3,1,2,2,0,2,2,1,2,2,3,4,2,3,3,3,4,3,3,1,2,3,3,2,4,3,3,4,3,2,3,3,4,1,2,3,2,2,1,2,2,3,427,757,6,5,2,6,6,2,7,4,3,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,2,17,1,10,2,5,2,1,0,1,MY,0,interior,design,,,,,,,
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,3,3,2,4,4,4,3,4,1,2,1,3,3,2,1,3,2,1,3,2,1,3,2,3,3,3,4,4,1,2,5,125,95,2,1,6,2,6,6,4,2,6,3,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,4,3,1,1,50,1,6,1,4,2,2,2,1,US,2,electrical,engineering,,,,,,,
3,3,1,3,2,3,2,2,3,5,4,2,3,4,3,2,4,4,5,5,5,4,2,4,4,3,5,4,5,4,5,4,2,2,4,4,2,3,5,5,3,3,3,4,2,2,3,3,26,333,199,6,3,7,6,5,5,7,2,2,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,2,2,2,1,30,1,12,1,4,2,3,2,1,US,0,,,,,,,,,
3,1,1,1,2,1,2,1,3,4,4,4,4,4,3,3,3,4,3,4,4,4,3,3,3,2,2,3,3,3,3,2,3,3,3,2,4,3,3,2,3,3,3,3,3,3,3,3,430,211,174,2,7,3,6,5,6,5,4,3,3,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,2,1,2,17,1,3,1,1,2,1,2,1,MY,1,psychology,,,,,,,,
4,1,4,4,2,4,4,2,3,2,3,4,4,4,3,4,2,2,2,2,2,3,2,3,5,3,5,3,5,4,3,4,5,4,5,2,5,3,4,4,3,4,4,2,5,3,4,4,8,224,162,2,5,5,4,6,6,5,7,6,2,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,3,2,1,2,23,1,8,1,1,1,1,1,1,IN,0,electronics,engineering,,,,,,,
3,3,3,4,4,2,3,2,3,3,3,2,3,2,3,2,3,4,2,2,2,2,4,3,2,3,3,3,5,4,5,3,2,2,4,2,4,4,2,2,2,3,3,4,4,2,4,3,19,382,314,4,3,5,5,5,5,7,5,6,5,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,1,2,2,17,1,10,0,1,2,1,5,1,MY,0,,,,,,,,,
4,3,3,2,3,4,4,3,1,1,1,4,1,2,2,1,3,3,2,3,2,3,3,3,4,5,4,4,5,4,5,4,4,3,4,3,5,4,4,3,2,3,3,4,2,2,4,4,15,258,293,7,4,3,5,6,2,6,6,4,5,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,3,3,2,2,23,1,0,0,1,2,1,1,1,HK,0,Finance,,,,,,,,
3,1,1,3,1,1,3,1,1,3,1,3,1,1,1,1,1,5,5,3,1,3,3,5,3,3,3,1,3,5,3,3,3,3,5,5,3,5,1,5,1,3,5,1,3,5,1,3,4,492,984,5,1,4,5,4,7,7,6,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,2,3,2,2,21,1,3,1,1,1,1,2,1,TH,2,english,,,,,,,,
1,2,1,1,1,1,1,2,4,4,3,2,2,4,2,3,4,5,4,5,5,4,5,5,4,4,4,4,4,4,4,3,2,2,2,3,1,4,2,4,1,2,1,1,1,2,3,1,14,217,159,7,6,3,1,7,1,6,5,6,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,2,2,2,2,21,1,10,1,1,1,1,1,1,ID,0,psychology,,,,,,,,
3,3,3,4,3,3,4,4,3,2,2,3,3,2,3,4,2,4,2,1,3,3,2,4,4,2,4,4,5,3,3,3,4,3,3,2,3,4,4,5,2,4,4,2,3,4,3,4,18,393,405,4,2,6,1,6,4,6,5,5,4,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,3,1,2,17,1,3,1,1,2,1,3,1,MY,1,computer,science,,,,,,,
3,1,1,1,1,1,1,2,5,3,1,4,3,2,4,1,4,3,2,3,2,2,2,2,5,3,5,5,5,4,3,4,2,1,2,2,3,1,2,2,1,1,3,3,1,2,2,3,3,262,250,6,5,5,6,7,2,6,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,3,2,1,17,1,12,2,1,2,1,2,1,MY,1,,,,,,,,,
